@relation 'Crime1Train_trainData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 4 -E 4-Sweka.attributeSelection.BestFirst -D 2 -N 10'

@attribute mvar_2 numeric
@attribute mvar_12 numeric
@attribute mvar_17 numeric
@attribute mvar_25 numeric
@attribute mvar_32 numeric
@attribute mvar_40 numeric
@attribute output {0,1,2}

@data
0,74.463007,0,0,0,0,0
0,106.921241,0,0,9.706823,11,0
?,?,?,?,?,?,0
0,242.4821,0,0,1510.500454,0,1
0,149.880668,133.333333,0,11.060495,12,0
0,250.119332,0,0,110.406853,4,1
0,153.699284,0,1,95.054225,1,0
0,330.310263,0,30,600.898541,?,1
?,86.873508,0,0,0,0,0
?,?,?,0,0,13,0
0,108.830549,0,0,0,1,0
0,168.973747,64,0,389.263396,1,1
?,53.460621,?,0,0,?,0
0,175.656325,0,0,10.82938,2,0
1,21.957041,0,0,0,7,0
?,185.202864,0,30,0,27,0
0,297.852029,0,30,14.164037,2,1
?,?,0,0,0,27,0
0,178.520286,0,0,165.577263,19,0
0,191.885442,120,0,327.72082,4,0
0,261.575179,0,30,335.61174,0,1
?,168.973747,0,0,0,0,1
0,?,0,0,9.376659,8,0
1,39.140811,0,0,0,7,0
0,238.663485,205.333333,0,371.896768,1,1
?,67.78043,?,0,0,?,0
?,166.109785,0,1,101.129244,1,0
?,?,?,0,0,7,0
?,24.821002,?,0,0,12,0
?,?,?,0,0,9,0
2,102.147971,?,0,2.344165,2,0
?,94.51074,0,0,64.183888,6,0
0,173.747017,200,0,35.98788,30,0
?,28.639618,?,0,0,2,0
?,?,?,0,0,?,0
?,42.004773,0,0,0,5,0
0,169.928401,0,0,77.654581,6,0
0,253.937948,0,30,69.433496,3,1
?,137.470167,0,0,39.817782,24,0
0,258.711217,133.333333,30,61.080346,6,1
0,243.436754,0,30,37.209487,14,0
?,34.367542,?,0,0,19,0
?,51.551313,0,0,0,8,0
0,234.844869,586.666667,30,940.175103,4,0
0,169.928401,0,0,436.807017,1,0
?,94.51074,0,0,0,0,0
0,172.792363,133.333333,0,128.763973,1,0
0,149.880668,4000,0,865.987244,0,0
0,151.789976,0,0,226.129347,2,0
?,115.513127,0,0,20.47017,21,0
?,?,?,0,0,10,0
?,178.520286,0,0,0,6,0
?,?,?,0,0,2,0
?,?,?,?,?,?,0
?,170.883055,?,0,0,0,0
0,280.668258,0,30,59.429526,3,1
0,223.389022,0,0,357.765747,24,0
?,100.238664,0,0,291.402776,2,0
0,283.53222,0,30,205.956324,7,1
?,?,?,0,0,6,0
0,177.565633,15040,0,168.482706,15,0
?,?,?,0,0,?,0
?,?,?,?,?,?,0
0,122.195704,0,0,0.198098,10,0
1,113.603819,0,0,15.814857,11,0
?,?,?,0,0,4,0
0,182.338902,0,0,31.662731,1,0
?,102.147971,0,0,0,1,0
0,124.105012,?,0,126.650923,4,0
?,47.732697,0,0,0,0,0
0,160.381862,0,0,56.425033,2,0
?,227.207637,0,0,300.383238,?,0
?,142.243437,0,0,0,0,0
0,178.520286,0,30,0.165082,3,0
0,?,133.333333,30,41.666701,9,0
0,204.295943,0,0,231.444988,19,0
?,?,?,?,?,?,0
0,233.890215,0,1,21.856859,0,1
1,173.747017,0,0,72.999268,7,0
?,?,?,?,?,2,0
0,380.906921,0,30,1801.771165,0,1
?,?,?,0,0,10,0
0,163.245823,0,0,1657.192335,1,0
0,237.708831,0,0,1703.580381,?,1
0,279.713604,1973.333333,0,132.065614,1,1
0,211.933174,666.666667,1,100.667014,0,0
?,153.699284,0,0,821.31605,3,0
0,230.071599,0,30,36.780273,2,1
0,50.596659,0,0,0,4,0
0,195.704057,0,1,91.950683,15,0
?,48.687351,0,0,0,20,0
0,221.479714,0,29,67.716643,1,0
?,?,?,?,?,?,0
0,249.164678,0,30,0,?,1
?,173.747017,0,0,47.378539,24,0
0,240.572792,261.333333,0,2103.210928,17,0
0,162.29117,66.666667,0,29.483648,26,0
0,236.754177,66.666667,0,711.239362,0,1
0,148.926014,69.333333,0,44.737227,9,0
?,?,?,0,0,?,0
?,18.138425,0,0,17.201546,17,0
?,?,?,0,0,10,0
0,150.835322,0,0,101.096227,8,0
0,195.704057,104,0,116.67997,5,0
0,195.704057,0,0,206.121406,3,1
0,126.01432,0,0,0,20,0
0,184.24821,0,0,46.222965,0,0
0,275.894988,0,29,413.431403,0,1
?,184.24821,?,0,12.810365,12,0
0,278.75895,0,30,1232.832502,0,1
0,149.880668,0,0,32.719256,3,0
0,164.200477,0,0,216.587606,24,0
0,147.016706,0,0,77.720614,5,0
0,353.221957,0,30,1667.988699,0,1
0,246.300716,0,0,67.980775,7,1
?,261.575179,0,30,143.456273,4,0
?,41.050119,?,0,0,27,0
?,142.243437,0,0,129.6224,1,0
2,159.427208,93.333333,0,1150.720707,3,0
0,231.980907,0,0,882.198298,0,1
1,74.463007,53.6,0,18.918399,15,0
0,185.202864,0,0,144.413748,6,0
0,93.556086,0,0,59.429526,11,0
0,256.801909,386.666667,0,894.381351,17,0
?,91.646778,0,0,0,10,0
2,177.565633,241.333333,0,189.844319,13,0
?,101.193317,?,0,0,2,0
0,269.212411,0,30,0,?,0
?,?,?,?,?,2,0
?,?,?,0,0,12,0
?,30.548926,186.666667,0,0,11,0
0,260.620525,0,30,1527.635968,2,1
?,?,?,?,?,1,0
?,107.875895,0,0,0,7,0
0,162.29117,0,0,145.107093,7,0
0,300.715991,2666.666667,30,81.418451,0,1
?,245.346062,0,0,0,?,1
?,?,?,0,0,16,0
?,147.97136,0,0,220.978788,1,0
?,118.377088,0,0,0,26,0
1,170.883055,0,0,133.320237,9,0
0,223.389022,0,1,80.890188,?,1
?,31.50358,0,0,0,8,0
1,26.73031,0,0,0,13,0
0,170.883055,0,0,729.365367,1,0
?,?,?,?,?,14,0
0,200.477327,188,30,571.778074,0,0
0,141.288783,0,0,5.777871,19,0
0,246.300716,0,30,52.364016,0,1
0,117.422434,0,0,0,17,0
0,81.145585,0,0,4.952461,0,0
0,?,0,30,0.627312,9,0
1,119.331742,0,0,10.565249,13,0
?,4.77327,0,0,0,0,0
?,?,?,0,0,1,0
?,?,133.333333,?,?,?,1
?,69.689737,?,0,0,6,0
?,20.047733,0,0,0,11,0
?,?,?,0,0,1,0
1,69.689737,80,0,0,13,0
?,?,?,?,?,?,0
0,297.852029,0,1,225.964265,?,1
?,?,0,0,0,0,0
0,155.608592,0,0,246.434435,2,0
0,245.346062,26.666667,30,15.121513,1,0
0,148.926014,133.333333,0,29.912861,5,0
1,187.112172,480,0,317.419702,1,1
0,170.883055,0,0,17.828858,2,0
0,173.747017,0,0,35.756765,23,0
0,186.157518,0,0,67.848709,4,0
?,123.150358,0,0,41.435586,3,0
0,252.02864,0,30,53.816738,2,1
0,206.205251,0,0,5241.915315,2,1
1,137.470167,0,0,259.046701,14,0
?,106.921241,?,0,0,25,0
0,89.73747,0,0,45.628669,18,0
?,8.591885,0,0,18.786334,35,0
?,146.062053,0,0,108.656984,1,0
?,70.644391,0,0,34.469125,22,0
?,189.02148,0,0,13.833873,4,0
0,318.854415,0,30,0,?,1
0,166.109785,0,0,67.683627,13,1
?,55.369928,0,0,0,11,0
0,84.009547,0,0,186.410614,18,0
?,56.324582,0,0,0.165082,19,0
0,163.245823,266.666667,0,5507.829427,16,0
0,184.24821,0,0,16.508202,18,0
0,232.935561,0,30,149.201127,1,0
?,174.701671,?,1,52.132901,6,0
?,49.642005,?,0,100.006686,0,0
0,210.023866,0,30,71.612579,8,0
0,101.193317,0,0,59.429526,9,0
1,133.651551,5333.333333,0,750.26475,2,0
0,216.706444,133.333333,30,97.662521,4,0
1,151.789976,173.333333,0,7.197576,5,0
?,75.417661,0,0,0,?,0
?,?,?,0,0,13,0
?,85.918854,?,0,0.528262,5,0
?,97.374702,0,0,0,14,0
0,140.334129,0,0,77.126318,20,0
0,231.026253,1466.666667,1,577.456895,20,0
?,?,?,?,?,2,0
?,?,?,30,0,?,1
0,200.477327,106.666667,0,73.824678,7,0
?,?,?,0,0,6,0
0,244.391408,0,0,231.081807,1,1
?,136.515513,0,0,9.409675,0,0
0,216.706444,200,0,533.34698,25,1
0,181.384248,0,0,241.548007,12,0
0,252.983294,0,0,337.427643,6,1
0,98.329356,0,0,43.944833,9,0
?,?,?,0,0,0,0
?,97.374702,0,0,128.730957,19,0
0,177.565633,80,0,59.231428,9,0
?,?,?,?,?,?,0
0,188.066826,0,0,75.607564,8,0
0,169.928401,0,30,0.924459,21,0
0,364.677804,0,30,2079.736265,?,1
?,?,?,?,?,9,0
?,124.105012,0,0,174.128511,0,0
0,147.97136,0,0,66.891233,4,0
0,260.620525,0,1,638.570258,3,1
0,283.53222,2400,30,1.881935,2,1
0,?,?,0,26.413123,2,0
?,82.100239,0,0,0,1,0
?,93.556086,0,0,77.093302,24,0
?,179.47494,0,0,453.810464,?,0
0,111.694511,0,0,1.023509,17,0
?,?,0,?,?,?,1
0,163.245823,0,0,37.275519,13,0
?,?,?,?,?,6,0
0,253.937948,533.333333,30,434.099672,3,0
0,282.577566,0,30,33.676731,?,1
0,125.059666,?,0,8.254101,11,0
?,125.059666,?,0,23.837843,?,0
?,277.804296,0,30,16.508202,17,0
0,163.245823,93.333333,0,8.71633,0,0
0,168.019093,0,0,157.785392,1,0
?,99.28401,0,0,0,2,0
?,215.75179,0,30,39.487618,9,0
0,205.250597,0,0,99.478423,3,0
1,198.568019,133.333333,1,520.800747,4,0
0,156.563246,0,0,19.446662,0,0
0,234.844869,0,1,262.678505,5,0
0,306.443914,253.333333,0,365.557618,15,1
?,91.646778,0,0,0,7,0
0,189.02148,0,0,595.285753,2,0
?,54.415274,0,0,0,3,0
?,227.207637,0,30,0,?,0
?,80.190931,0,0,218.502558,21,0
?,124.105012,0,0,103.572457,18,0
0,178.520286,133.333333,0,40.544143,0,0
0,204.295943,133.333333,30,0.594295,1,0
0,141.288783,0,0,94.294848,4,0
0,238.663485,0,0,1071.217208,11,1
?,?,?,?,?,?,0
?,?,?,?,?,?,0
?,168.019093,0,0,3.961968,3,0
?,26.73031,0,0,0,3,0
0,159.427208,9920,0,0,1,0
0,213.842482,666.666667,0,228.275413,4,0
2,61.097852,0,0,0.858426,10,0
0,151.789976,0,0,0,18,0
0,235.799523,400,0,289.223694,0,0
0,197.613365,0,0,788.926959,3,0
0,314.081146,933.333333,30,95.615504,0,1
0,177.565633,306.666667,0,1402.239668,32,0
0,146.062053,0,0,43.284505,0,0
0,253.937948,0,30,0,2,1
0,197.613365,466.666667,0,646.62626,4,1
0,182.338902,0,29,1.584787,16,0
0,234.844869,666.666667,0,423.732521,6,1
0,134.606205,0,0,16.508202,0,0
0,230.071599,0,30,11.258594,18,1
?,?,?,?,?,14,0
0,167.064439,0,0,57.811722,20,0
0,252.02864,0,30,260.829587,23,0
0,359.904535,3653.333333,30,1927.695727,0,1
?,?,?,?,?,19,0
?,?,?,0,0,0,0
0,290.214797,0,1,1096.606822,0,1
4,158.472554,80,0,498.349593,16,0
0,177.565633,0,0,214.639638,10,0
?,?,?,?,?,?,0
0,106.921241,0,0,134.046598,1,0
?,163.245823,0,0,444.070625,2,0
0,318.854415,0,30,936.906479,0,1
0,222.434368,333.333333,2,1352.483948,60,0
0,149.880668,0,0,304.477272,3,0
?,?,?,?,?,1,0
?,?,?,0,0,?,0
0,186.157518,80,0,444.268724,8,0
?,189.976134,0,0,4.985477,11,0
0,323.627685,0,30,158.082539,?,1
?,24.821002,?,0,0,6,0
0,216.706444,80,30,40.346045,8,0
0,247.25537,0,1,6.603281,3,0
?,?,?,?,?,?,0
0,274.940334,0,0,1439.416138,1,1
?,42.004773,?,0,0,9,0
0,231.980907,0,30,30.143976,18,0
0,121.24105,0,0,12.975447,7,0
0,258.711217,0,30,30.969386,10,0
0,171.837709,80,0,13.041479,15,0
?,133.651551,0,0,0,1,0
0,224.343675,0,1,142.399748,7,0
?,95.465394,0,0,5.678821,0,0
?,80.190931,0,0,0.990492,1,0
0,268.257757,800,30,1631.274458,1,1
0,191.885442,0,30,510.433596,31,0
?,166.109785,0,0,0,8,0
0,214.797136,346.666667,0,260.400373,2,1
0,193.794749,0,0,3238.149794,0,1
0,226.252983,0,30,121.104168,?,0
0,168.019093,0,0,58.373001,1,0
?,?,?,?,?,?,0
0,172.792363,0,0,41.006373,7,0
0,193.794749,3333.333333,0,0,7,0
0,224.343675,93.333333,2,657.191509,0,0
0,164.200477,133.333333,0,6646.56518,1,0
0,271.121718,0,30,0,?,1
?,139.379475,?,0,255.150765,0,0
0,245.346062,0,30,101.063211,7,1
0,150.835322,?,0,28.889353,1,0
?,?,?,?,?,?,0
0,127.923628,0,0,9.508724,9,0
?,?,?,?,?,3,0
?,?,?,1,0,?,0
?,?,?,0,0,22,0
0,114.558473,0,0,7.428691,1,0
?,34.367542,0,0,36.714241,5,0
0,120.286396,0,0,3.004493,6,0
0,137.470167,0,0,35.06342,?,0
0,83.054893,0,0,188.09445,5,0
?,35.322196,0,0,0,13,0
0,143.198091,0,0,138.437779,0,0
0,244.391408,0,1,1486.992775,4,0
?,129.832936,0,0,27.568697,31,0
0,275.894988,166.666667,0,1567.420734,2,1
?,?,?,?,?,1,0
0,149.880668,0,0,8.022986,0,0
0,283.53222,0,30,789.983484,?,1
0,212.887828,666.666667,0,1043.813593,1,1
?,?,?,?,?,?,0
0,344.630072,0,30,9831.063318,1,1
?,?,?,0,0,1,0
0,188.066826,266.666667,0,23.87086,0,0
0,258.711217,0,30,12.216069,0,1
0,166.109785,0,0,15.088496,12,0
?,?,?,0,0,1,0
0,281.622912,0,30,33.87483,1,1
0,175.656325,0,0,10.103019,2,0
0,150.835322,0,0,41.600668,10,0
0,100.238664,0,0,15.121513,2,0
0,258.711217,0,30,130.645908,0,1
?,80.190931,0,0,0,?,0
0,270.167064,0,0,628.863435,4,1
0,162.29117,80,0,256.537454,7,0
0,188.066826,133.333333,0,15.682792,2,1
0,210.97852,0,0,150.984013,11,0
0,185.202864,400,0,53.387524,19,0
0,303.579952,0,30,19.809842,3,0
0,238.663485,11333.33333,0,294.836482,81,0
0,231.026253,0,30,40.048897,1,1
?,?,?,?,?,14,0
?,?,?,?,?,?,0
0,229.116945,0,0,65.471528,2,1
?,167.064439,0,0,12.183053,15,0
?,58.23389,0,0,31.167485,10,0
0,222.434368,0,0,353.209483,6,0
?,43.914081,?,0,0,?,0
?,17.183771,0,0,636.655306,9,0
0,192.840096,0,0,23.309581,7,0
?,136.515513,0,0,0,4,0
0,72.553699,0,0,0,2,0
?,36.27685,0,0,0,5,0
0,168.019093,800,0,56.292968,41,0
0,131.742243,0,0,9.904921,25,0
?,52.505967,0,0,146.889979,4,0
0,316.945107,0,1,2222.763324,7,1
0,189.02148,0,0,724.908153,3,0
?,78.281623,0,0,0,0,0
0,208.114559,666.666667,0,756.339769,13,0
0,208.114559,1333.333333,0,164.949951,13,1
?,?,?,?,?,?,1
0,216.706444,0,0,227.450003,8,0
?,149.880668,0,0,208.267473,0,0
1,100.238664,0,0,0,4,0
0,188.066826,0,0,246.731582,2,0
?,82.100239,0,0,0,3,0
?,48.687351,?,0,0,2,0
0,142.243437,0,0,0.396197,?,0
?,?,?,0,0,19,0
2,192.840096,93.333333,30,416.006683,3,0
0,171.837709,0,0,1.023509,5,0
0,188.066826,266.666667,0,16.508202,9,0
?,?,?,30,16.508202,?,0
0,317.899761,0,30,101.030194,6,1
0,214.797136,40,0,35.294535,16,0
?,60.143198,0,0,20.371121,3,0
0,316.945107,4666.666667,30,655.705771,0,1
0,182.338902,0,30,11.390659,1,0
?,47.732697,0,0,0,0,0
?,156.563246,0,0,0,12,0
?,114.558473,0,0,49.524605,8,0
?,99.28401,0,0,0,10,0
?,48.687351,?,0,0,18,0
0,157.5179,0,0,14.031971,8,0
0,49.642005,0,0,45.99185,4,0
?,?,?,30,0,11,0
0,189.02148,0,0,120.047643,20,0
?,91.646778,?,0,0,44,0
0,185.202864,0,30,105.652491,40,0
?,113.603819,0,0,0,1,0
0,248.210024,0,30,351.393581,16,0
0,214.797136,200,0,1723.819437,2,1
0,250.119332,173.333333,0,1688.425852,10,1
0,265.393795,1466.666667,29,802.331618,0,1
?,?,?,0,0,2,0
?,?,?,?,?,?,0
?,273.98568,0,30,3.30164,2,0
?,120.286396,0,0,14.59325,18,0
0,223.389022,0,30,554.27938,3,0
?,?,?,0,0,?,0
0,144.152745,0,0,0.759377,4,0
0,246.300716,0,30,88.946191,1,0
0,192.840096,333.333333,0,64.216905,?,1
0,231.026253,200,30,13.899906,2,1
?,?,?,0,0,2,0
0,141.288783,66.666667,0,1317.94879,16,0
?,37.231504,0,0,605.817986,0,0
0,170.883055,80,1,102.780064,0,0
?,?,?,30,36.846306,18,0
?,?,?,?,?,2,1
1,88.782816,0,0,0,9,0
?,?,?,0,0,0,0
?,217.661098,0,30,5.546756,3,0
?,134.606205,0,0,0,1,0
0,33.412888,0,0,6.2401,5,0
?,134.606205,0,0,0,2,0
?,212.887828,0,30,0,9,0
?,?,?,?,?,?,0
?,43.914081,0,0,0,6,0
0,176.610979,400,0,218.040328,21,0
0,259.665871,0,30,16.508202,?,0
0,210.97852,93.333333,30,628.995501,14,0
0,233.890215,0,0,647.352621,0,1
0,235.799523,320,29,3065.474004,0,1
0,178.520286,400,0,8.71633,19,0
?,?,?,?,?,?,0
?,112.649165,0,0,452.687907,0,0
?,86.873508,0,0,0,1,0
?,?,0,?,?,?,1
0,145.107399,0,0,6.603281,1,0
0,253.937948,680,30,1267.334644,7,1
?,?,?,0,0,?,0
?,?,0,30,0,?,1
0,159.427208,0,0,16.673284,0,0
0,252.02864,0,30,0,3,1
?,158.472554,0,0,110.043673,0,0
0,?,?,30,5.084526,23,0
0,90.692124,285.333333,0,6.603281,4,0
?,?,?,0,0,3,0
0,142.243437,0,0,12.381151,1,0
?,?,?,?,?,38,0
?,?,?,?,?,?,0
0,282.577566,4933.333333,29,641.277603,0,1
?,88.782816,0,0,0,6,0
?,?,?,?,?,?,0
0,167.064439,0,0,50.449064,3,0
?,59.188544,0,0,0,7,0
?,52.505967,?,0,0,5,0
?,219.570406,0,30,0,3,1
0,228.162291,0,30,27.337582,14,1
?,?,?,0,299.656877,6,0
0,84.009547,0,0,0,20,0
0,184.24821,0,0,885.598988,6,0
0,60.143198,0,0,0,0,0
0,186.157518,333.333333,0,599.511853,?,1
?,?,?,?,?,20,0
?,?,?,?,?,?,0
0,185.202864,125.333333,0,163.464213,2,0
0,168.019093,0,0,172.510708,4,0
0,145.107399,0,0,146.163618,5,0
0,167.064439,0,0,1078.4478,2,0
0,178.520286,266.666667,30,142.432764,41,0
0,40.095465,0,0,0,12,0
0,226.252983,0,30,9.17856,13,1
0,272.076372,0,30,33.907846,7,0
0,186.157518,0,0,0.891443,0,0
?,39.140811,0,0,0,0,0
?,41.050119,0,0,0,3,0
0,369.451074,114.4,30,445.358265,0,1
?,124.105012,0,0,0,3,0
0,?,0,30,26.148991,14,0
0,214.797136,173.333333,0,871.930197,6,1
?,?,0,?,?,?,0
?,?,?,0,0,15,0
0,191.885442,0,30,0,0,0
?,80.190931,?,0,0,10,0
?,121.24105,0,0,166.105525,16,0
0,153.699284,80,0,727.054219,11,0
1,143.198091,0,0,1395.70242,10,0
0,146.062053,0,0,0,2,0
0,111.694511,0,0,33.016403,3,0
0,192.840096,0,30,16.871382,5,0
0,220.52506,133.333333,0,262.381358,6,0
?,40.095465,0,0,0,10,0
0,244.391408,0,0,284.271233,5,1
0,212.887828,0,30,9.970954,12,0
0,212.887828,0,0,104.595966,7,0
0,219.570406,0,30,3.961968,1,1
?,?,?,?,?,7,0
?,155.608592,?,0,3.697837,3,0
?,?,?,0,0,1,0
?,35.322196,0,0,0,0,0
0,350.357995,0,30,816.36359,0,1
?,?,?,0,0,2,0
?,179.47494,0,0,0,46,0
1,11.455847,80,0,238.378432,7,0
0,211.933174,0,0,221.308952,21,0
?,?,?,0,0,10,0
3,149.880668,200,0,1814.977726,10,0
0,105.011933,0,0,173.138019,1,0
?,?,?,0,0,19,0
0,170.883055,133.333333,0,12.810365,0,0
?,73.508353,0,0,0,0,0
0,373.26969,3466.666667,30,1516.938653,?,1
0,109.785203,0,0,593.205719,7,0
0,398.090692,9333.333333,30,3277.505347,2,1
0,130.78759,0,0,80.427959,13,0
?,141.288783,0,0,13.635775,0,0
0,162.29117,0,0,16.508202,35,0
?,?,?,?,?,?,0
?,156.563246,0,0,45.331522,13,0
0,287.350835,800,0,1587.230576,3,1
?,?,?,0,0,15,0
?,?,?,0,0,5,0
0,197.613365,0,0,73.791662,13,0
0,229.116945,506.666667,0,604.101133,13,1
0,211.933174,0,0,116.646953,?,0
?,54.415274,0,0,0,11,0
0,134.606205,0,0,0,12,0
0,256.801909,0,30,0,?,1
0,283.53222,524,30,141.475289,8,1
0,291.169451,133.333333,0,0,0,0
?,181.384248,0,0,53.387524,21,0
0,220.52506,0,30,0,?,1
0,183.293556,0,0,141.409256,8,0
?,90.692124,?,0,0,6,0
0,?,?,30,0,22,0
?,244.391408,0,0,627.44373,9,0
0,100.238664,0,0,2.575279,4,0
0,?,?,30,1.122558,3,0
0,193.794749,146.666667,30,250.099256,8,1
0,138.424821,53.333333,0,413.068223,12,0
0,339.856802,0,30,980.323049,?,1
0,247.25537,80,30,3.367673,0,1
0,233.890215,266.666667,0,899.663976,0,1
0,189.976134,0,0,88.516977,4,0
?,84.9642,0,0,0,31,0
?,90.692124,0,0,0,0,0
0,252.983294,0,29,149.894471,?,1
?,?,0,30,17.795841,4,0
?,25.775656,0,0,0,4,0
?,?,?,0,0,1,0
?,49.642005,0,0,30.804304,16,0
0,270.167064,266.666667,1,1342.579027,1,1
0,369.451074,3466.666667,30,777.668365,2,1
?,82.100239,0,0,3.631804,15,0
?,160.381862,0,0,193.046911,9,0
0,259.665871,0,1,122.821021,29,0
0,210.97852,106.666667,0,336.305085,0,1
1,189.976134,93.333333,0,465.300173,39,0
?,72.553699,0,0,0,12,0
?,?,?,0,0,10,0
0,236.754177,0,30,47.477588,0,1
?,124.105012,0,0,0,23,0
?,162.29117,0,0,165.445197,0,0
0,?,?,30,8.254101,4,0
0,129.832936,0,30,2.707345,22,0
0,224.343675,0,0,89.144289,4,0
0,120.286396,0,0,160.954967,32,0
0,158.472554,0,0,385.532542,19,0
?,37.231504,?,0,0,3,0
?,?,?,0,0,2,0
3,53.460621,66.666667,0,112.354821,21,0
2,137.470167,0,0,0.693344,22,0
1,147.97136,0,0,289.784972,6,0
?,167.064439,0,0,65.108347,?,0
0,162.29117,0,1,24.300073,10,0
0,239.618138,0,0,488.015458,4,1
0,254.892601,253.333333,0,590.201227,1,1
1,122.195704,0,0,244.222336,18,0
?,63.00716,?,0,0,12,0
?,?,?,?,?,?,0
?,?,?,?,?,?,0
?,78.281623,0,0,0,10,0
0,169.928401,53.333333,0,25.455647,0,0
?,43.914081,?,0,0,18,0
0,194.749403,200,30,7.395674,11,0
?,202.386635,0,1,300.647369,1,1
0,213.842482,?,30,3.829903,1,0
?,?,0,?,?,?,1
0,189.976134,0,0,29.64873,9,0
?,?,?,0,0,2,0
0,68.735084,0,0,3.004493,9,0
?,114.558473,0,0,270.503393,10,0
1,68.735084,0,0,92.511962,1,0
1,157.5179,0,0,49.260474,33,0
?,97.374702,0,0,5.447707,3,0
0,217.661098,80,1,695.622603,7,1
0,191.885442,80.266667,30,6.008985,8,0
0,217.661098,0,0,994.024856,0,1
?,170.883055,0,0,47.543621,11,0
?,44.868735,0,0,0,7,0
?,218.615752,0,30,32.389092,4,0
0,197.613365,0,0,868.562524,9,0
0,227.207637,0,30,36.780273,18,0
0,189.02148,0,0,16.376136,31,0
?,128.878282,0,0,0,25,0
0,221.479714,0,30,155.573293,23,0
1,130.78759,320,0,47.972834,3,0
0,171.837709,0,0,60.188903,1,0
0,159.427208,0,0,8.320134,0,0
?,?,?,?,?,?,0
?,130.78759,0,0,0,0,0
?,147.97136,0,0,0,1,0
?,?,?,0,0,10,0
1,231.026253,0,1,254.226306,1,1
1,160.381862,?,0,0,12,0
0,124.105012,0,0,6.603281,12,0
0,341.76611,0,30,266.739523,?,1
0,158.472554,0,0,14.263086,12,0
0,47.732697,0,0,0,35,0
0,250.119332,240,0,553.718101,0,1
?,143.198091,0,0,0,21,0
?,?,?,0,0,6,0
0,251.073986,0,30,77.555532,0,1
0,181.384248,0,0,369.585619,3,0
?,91.646778,0,0,0,7,0
0,192.840096,0,0,965.465668,0,1
?,95.465394,0,0,0,16,0
?,59.188544,0,0,0,16,0
0,233.890215,133.333333,0,52.859262,7,1
0,160.381862,106.666667,0,1143.721229,12,0
0,122.195704,0,0,7.923937,2,0
?,88.782816,0,0,0,15,0
0,234.844869,0,0,45.52962,14,1
0,230.071599,266.666667,0,2394.877835,2,1
0,354.176611,0,30,6510.570614,0,1
?,97.374702,?,0,256.20729,7,0
0,54.415274,0,0,0,19,0
0,180.429594,0,0,4.061018,7,0
0,125.059666,346.666667,0,120.509872,22,0
0,126.968974,0,0,37.968864,3,0
0,102.147971,0,0,27.733779,30,0
?,50.596659,?,0,0,18,0
?,105.966587,0,0,0,40,0
0,45.823389,0,0,126.023612,16,0
0,159.427208,0,0,23.177515,21,0
?,?,?,0,0,5,0
0,264.439141,0,30,73.329432,0,1
0,323.627685,0,30,739.270288,1,1
?,?,?,?,?,17,0
0,187.112172,0,0,400.687071,0,0
?,34.367542,0,0,0,1,0
?,?,?,0,0,20,0
0,203.341289,0,1,33.940863,4,0
?,?,?,1,0,26,0
0,173.747017,0,0,151.677357,25,0
0,191.885442,320,0,31.695747,0,0
0,215.75179,80,0,904.187223,5,1
0,316.945107,200,30,897.517909,2,1
?,?,?,0,0,0,0
?,28.639618,0,0,0,12,0
?,138.424821,0,0,0,?,0
3,197.613365,0,0,38.893323,12,0
?,135.560859,0,0,0,11,0
0,227.207637,0,0,133.980565,3,1
0,251.073986,0,30,120.509872,2,1
0,310.26253,3333.333333,30,231.114824,3,1
?,?,?,0,0,32,0
0,223.389022,0,30,26.611221,4,0
0,82.100239,0,0,0,3,0
?,56.324582,0,0,0,25,0
0,126.968974,0,0,228.341446,26,0
0,190.930788,0,0,144.875978,41,0
?,20.047733,?,0,0,2,0
?,?,?,0,0,10,0
0,?,?,30,0,?,0
0,231.980907,0,30,17.234563,29,0
0,181.384248,0,0,3.30164,14,0
0,94.51074,0,0,0,17,0
0,138.424821,0,0,9.904921,12,0
0,216.706444,0,0,179.246054,21,0
?,?,?,0,0,25,0
?,136.515513,0,0,0,1,0
?,168.019093,0,30,16.045972,13,0
0,232.935561,80,30,2.707345,6,1
0,194.749403,0,0,75.244383,0,0
?,111.694511,0,0,16.508202,5,0
?,115.513127,0,0,78.281892,0,0
0,103.102625,0,0,2150.886614,4,0
0,158.472554,80,0,15.51771,6,0
0,155.608592,0,0,483.723326,23,0
?,247.25537,0,30,0,?,0
?,112.649165,0,0,0,6,0
0,91.646778,0,0,0,4,0
1,149.880668,186.666667,0,0,3,0
?,104.057279,0,0,0,4,0
0,162.29117,0,0,13.107512,7,0
?,?,?,?,?,?,0
0,180.429594,0,0,73.692612,2,0
0,152.74463,266.666667,0,665.544659,9,0
0,171.837709,266.666667,0,215.299966,33,0
0,185.202864,0,0,224.90774,11,0
0,154.653938,200,0,17.234563,4,0
0,138.424821,133.333333,0,8.056002,7,0
0,59.188544,0,0,523.409043,11,0
0,384.725537,400,30,6919.01654,4,1
?,?,?,?,?,?,0
0,212.887828,0,0,657.026427,18,0
0,295.942721,0,30,187.004909,5,1
0,318.854415,8000,30,11871.11387,0,1
?,188.066826,0,0,412.209796,3,0
0,132.696897,0,0,0.330164,7,0
?,5.727924,0,0,0,0,0
0,223.389022,133.333333,0,37.308536,5,1
